id,EmployeeID,Date,Worked
1,22,1/8/2023,7
2,5,1/8/2023,8
3,32,1/8/2023,5
4,8,1/8/2023,0
5,31,1/8/2023,3
6,19,1/8/2023,4
7,42,1/8/2023,6
8,48,1/8/2023,4
9,44,1/8/2023,1
10,32,1/8/2023,5
11,4,1/8/2023,9
12,40,1/8/2023,7
13,4,1/8/2023,5
14,24,1/8/2023,0
15,22,1/8/2023,2
16,11,1/8/2023,1
17,25,1/8/2023,5
18,1,1/8/2023,8
19,24,1/8/2023,6
20,6,1/8/2023,7
21,22,1/8/2023,8
22,50,1/8/2023,8
23,17,1/8/2023,7
24,44,1/8/2023,3
25,50,1/8/2023,1
26,26,1/8/2023,0
27,10,1/8/2023,5
28,20,1/8/2023,4
29,8,1/8/2023,8
30,24,1/8/2023,4
31,20,1/8/2023,7
32,2,1/8/2023,2
33,17,1/8/2023,3
34,45,1/8/2023,0
35,31,1/8/2023,6
36,25,1/8/2023,2
37,32,1/8/2023,7
38,39,1/8/2023,8
39,32,1/8/2023,3
40,38,1/8/2023,2
41,25,1/8/2023,6
42,33,1/8/2023,7
43,2,1/8/2023,7
44,6,1/8/2023,6
45,1,1/8/2023,4
46,7,1/8/2023,1
47,39,1/8/2023,8
48,4,1/8/2023,9
49,40,1/8/2023,3
50,1,1/8/2023,8
51,20,1/8/2023,9
52,7,1/8/2023,2
53,12,1/8/2023,9
54,44,1/8/2023,4
55,28,1/8/2023,0
56,47,1/8/2023,2
57,35,1/8/2023,1
58,2,1/8/2023,6
59,32,1/8/2023,6
60,2,1/8/2023,9
61,19,1/8/2023,4
62,3,1/8/2023,3
63,15,1/8/2023,6
64,21,1/8/2023,4
65,20,1/8/2023,6
66,36,1/8/2023,8
67,13,1/8/2023,9
68,32,1/8/2023,7
69,39,1/8/2023,3
70,40,1/8/2023,5
71,44,1/8/2023,3
72,17,1/8/2023,7
73,29,1/8/2023,9
74,34,1/8/2023,2
75,12,1/8/2023,1
76,30,1/8/2023,1
77,29,1/8/2023,7
78,25,1/8/2023,3
79,8,1/8/2023,1
80,1,1/8/2023,1
81,18,1/8/2023,2
82,46,1/8/2023,7
83,37,1/8/2023,8
84,18,1/8/2023,7
85,22,1/8/2023,4
86,4,1/8/2023,8
87,19,1/8/2023,1
88,49,1/8/2023,2
89,7,1/8/2023,1
90,36,1/8/2023,3
91,47,1/8/2023,8
92,31,1/8/2023,5
93,27,1/8/2023,4
94,46,1/8/2023,5
95,2,1/8/2023,3
96,39,1/8/2023,7
97,35,1/8/2023,6
98,36,1/8/2023,4
99,50,1/8/2023,8
100,24,1/8/2023,3
101,26,1/8/2023,4
102,5,1/8/2023,4
103,30,1/8/2023,9
104,49,1/8/2023,1
105,11,1/8/2023,0
106,38,1/8/2023,2
107,8,1/8/2023,0
108,37,1/8/2023,0
109,33,1/8/2023,5
110,11,1/8/2023,7
111,33,1/8/2023,4
112,22,1/8/2023,3
113,33,1/8/2023,2
114,37,1/8/2023,2
115,15,1/8/2023,1
116,1,1/8/2023,8
117,17,1/8/2023,3
118,40,1/8/2023,9
119,33,1/8/2023,3
120,9,1/8/2023,7
121,42,1/8/2023,3
122,6,1/8/2023,1
123,20,1/8/2023,1
124,41,1/8/2023,5
125,43,1/8/2023,8
126,50,1/8/2023,8
127,2,1/8/2023,4
128,15,1/8/2023,6
129,10,1/8/2023,0
130,20,1/8/2023,5
131,4,1/8/2023,1
132,33,1/8/2023,3
133,9,1/8/2023,3
134,24,1/8/2023,8
135,40,1/8/2023,5
136,12,1/8/2023,6
137,44,1/8/2023,8
138,30,1/8/2023,5
139,35,1/8/2023,2
140,34,1/8/2023,1
141,40,1/8/2023,3
142,7,1/8/2023,0
143,22,1/8/2023,0
144,34,1/8/2023,3
145,46,1/8/2023,9
146,3,1/8/2023,1
147,2,1/8/2023,3
148,32,1/8/2023,0
149,5,1/8/2023,4
150,22,1/8/2023,8
151,2,1/8/2023,1
152,25,1/8/2023,0
153,20,1/8/2023,4
154,42,1/8/2023,1
155,22,1/8/2023,2
156,50,1/8/2023,2
157,1,1/8/2023,8
158,27,1/8/2023,8
159,43,1/8/2023,6
160,14,1/8/2023,1
161,50,1/8/2023,0
162,8,1/8/2023,4
163,40,1/8/2023,8
164,33,1/8/2023,4
165,25,1/8/2023,6
166,49,1/8/2023,7
167,30,1/8/2023,2
168,7,1/8/2023,9
169,14,1/8/2023,1
170,17,1/8/2023,2
171,50,1/8/2023,0
172,22,1/8/2023,1
173,20,1/8/2023,8
174,19,1/8/2023,9
175,21,1/8/2023,9
176,14,1/8/2023,6
177,30,1/8/2023,7
178,44,1/8/2023,3
179,28,1/8/2023,1
180,21,1/8/2023,1
181,28,1/8/2023,1
182,44,1/8/2023,6
183,13,1/8/2023,7
184,9,1/8/2023,6
185,26,1/8/2023,8
186,12,1/8/2023,3
187,29,1/8/2023,1
188,38,1/8/2023,8
189,24,1/8/2023,7
190,13,1/8/2023,1
191,3,1/8/2023,0
192,22,1/8/2023,9
193,7,1/8/2023,8
194,11,1/8/2023,5
195,14,1/8/2023,7
196,24,1/8/2023,8
197,31,1/8/2023,5
198,19,1/8/2023,2
199,35,1/8/2023,4
200,40,1/8/2023,4
201,35,1/8/2023,6
202,21,1/8/2023,8
203,41,1/8/2023,6
204,25,1/8/2023,1
205,8,1/8/2023,3
206,47,1/8/2023,2
207,15,1/8/2023,6
208,34,1/8/2023,5
209,11,1/8/2023,2
210,22,1/8/2023,3
211,47,1/8/2023,4
212,40,1/8/2023,8
213,10,1/8/2023,5
214,45,1/8/2023,2
215,34,1/8/2023,5
216,21,1/8/2023,2
217,16,1/8/2023,6
218,31,1/8/2023,9
219,41,1/8/2023,7
220,24,1/8/2023,5
221,8,1/8/2023,2
222,4,1/8/2023,4
223,15,1/8/2023,5
224,43,1/8/2023,2
225,18,1/8/2023,9
226,37,1/8/2023,8
227,14,1/8/2023,7
228,15,1/8/2023,8
229,10,1/8/2023,1
230,39,1/8/2023,1
231,5,1/8/2023,1
232,8,1/8/2023,7
233,14,1/8/2023,3
234,39,1/8/2023,7
235,42,1/8/2023,9
236,35,1/8/2023,4
237,46,1/8/2023,3
238,19,1/8/2023,1
239,43,1/8/2023,4
240,50,1/8/2023,8
241,15,1/8/2023,9
242,30,1/8/2023,7
243,34,1/8/2023,8
244,20,1/8/2023,0
245,25,1/8/2023,8
246,6,1/8/2023,9
247,6,1/8/2023,9
248,8,1/8/2023,3
249,50,1/8/2023,9
250,22,1/8/2023,7
251,15,1/8/2023,2
252,19,1/8/2023,1
253,13,1/8/2023,6
254,44,1/8/2023,6
255,41,1/8/2023,4
256,37,1/8/2023,1
257,15,1/8/2023,3
258,9,1/8/2023,3
259,21,1/8/2023,7
260,25,1/8/2023,2
261,46,1/8/2023,1
262,25,1/8/2023,3
263,49,1/8/2023,2
264,3,1/8/2023,1
265,46,1/8/2023,6
266,14,1/8/2023,6
267,27,1/8/2023,0
268,11,1/8/2023,5
269,25,1/8/2023,2
270,34,1/8/2023,5
271,19,1/8/2023,7
272,8,1/8/2023,7
273,37,1/8/2023,9
274,17,1/8/2023,8
275,5,1/8/2023,3
276,11,1/8/2023,1
277,24,1/8/2023,3
278,44,1/8/2023,6
279,46,1/8/2023,2
280,22,1/8/2023,3
281,28,1/8/2023,9
282,43,1/8/2023,4
283,2,1/8/2023,5
284,35,1/8/2023,2
285,17,1/8/2023,7
286,32,1/8/2023,8
287,45,1/8/2023,3
288,40,1/8/2023,2
289,47,1/8/2023,2
290,44,1/8/2023,9
291,27,1/8/2023,1
292,46,1/8/2023,4
293,4,1/8/2023,2
294,13,1/8/2023,6
295,44,1/8/2023,0
296,25,1/8/2023,3
297,2,1/8/2023,7
298,19,1/8/2023,8
299,5,1/8/2023,8
300,46,1/8/2023,4
301,5,1/8/2023,5
302,30,1/8/2023,6
303,22,1/8/2023,4
304,13,1/8/2023,7
305,10,1/8/2023,6
306,18,1/8/2023,1
307,39,1/8/2023,5
308,41,1/8/2023,1
309,24,1/8/2023,7
310,29,1/8/2023,9
311,11,1/8/2023,5
312,31,1/8/2023,2
313,49,1/8/2023,6
314,30,1/8/2023,3
315,6,1/8/2023,8
316,6,1/8/2023,3
317,39,1/8/2023,9
318,35,1/8/2023,7
319,46,1/8/2023,7
320,34,1/8/2023,9
321,5,1/8/2023,7
322,50,1/8/2023,8
323,22,1/8/2023,9
324,19,1/8/2023,8
325,30,1/8/2023,7
326,26,1/8/2023,5
327,11,1/8/2023,7
328,10,1/8/2023,7
329,47,1/8/2023,1
330,3,1/8/2023,0
331,27,1/8/2023,6
332,48,1/8/2023,1
333,31,1/8/2023,8
334,2,1/8/2023,6
335,47,1/8/2023,3
336,6,1/8/2023,7
337,49,1/8/2023,9
338,13,1/8/2023,1
339,20,1/8/2023,6
340,11,1/8/2023,4
341,11,1/8/2023,1
342,11,1/8/2023,2
343,30,1/8/2023,3
344,11,1/8/2023,5
345,22,1/8/2023,7
346,1,1/8/2023,1
347,50,1/8/2023,6
348,23,1/8/2023,8
349,14,1/8/2023,4
350,22,1/8/2023,4
351,16,1/8/2023,5
352,33,1/8/2023,4
353,26,1/8/2023,5
354,29,1/8/2023,9
355,34,1/8/2023,8
356,23,1/8/2023,2
357,3,1/8/2023,6
358,11,1/8/2023,3
359,45,1/8/2023,9
360,18,1/8/2023,3
361,9,1/8/2023,3
362,3,1/8/2023,0
363,18,1/8/2023,9
364,28,1/8/2023,4
365,27,1/8/2023,6
366,38,1/8/2023,4
367,14,1/8/2023,9
368,13,1/8/2023,8
369,46,1/8/2023,7
370,32,1/8/2023,4
371,35,1/8/2023,1
372,28,1/8/2023,7
373,6,1/8/2023,8
374,7,1/8/2023,3
375,41,1/8/2023,4
376,34,1/8/2023,4
377,2,1/8/2023,0
378,16,1/8/2023,5
379,4,1/8/2023,8
380,31,1/8/2023,2
381,39,1/8/2023,8
382,3,1/8/2023,5
383,7,1/8/2023,7
384,33,1/8/2023,9
385,41,1/8/2023,2
386,46,1/8/2023,0
387,40,1/8/2023,9
388,23,1/8/2023,9
389,16,1/8/2023,8
390,31,1/8/2023,1
391,16,1/8/2023,9
392,38,1/8/2023,8
393,13,1/8/2023,7
394,13,1/8/2023,4
395,7,1/8/2023,4
396,7,1/8/2023,2
397,41,1/8/2023,7
398,21,1/8/2023,5
399,47,1/8/2023,0
400,41,1/8/2023,3
401,41,1/8/2023,3
402,33,1/8/2023,8
403,44,1/8/2023,6
404,17,1/8/2023,8
405,38,1/8/2023,3
406,2,1/8/2023,0
407,45,1/8/2023,7
408,31,1/8/2023,2
409,23,1/8/2023,0
410,9,1/8/2023,2
411,28,1/8/2023,7
412,41,1/8/2023,9
413,28,1/8/2023,5
414,34,1/8/2023,9
415,23,1/8/2023,7
416,23,1/8/2023,3
417,1,1/8/2023,7
418,10,1/8/2023,8
419,35,1/8/2023,6
420,33,1/8/2023,9
421,49,1/8/2023,7
422,22,1/8/2023,9
423,25,1/8/2023,0
424,49,1/8/2023,2
425,32,1/8/2023,9
426,16,1/8/2023,4
427,25,1/8/2023,3
428,29,1/8/2023,3
429,6,1/8/2023,1
430,34,1/8/2023,4
431,8,1/8/2023,1
432,4,1/8/2023,3
433,42,1/8/2023,3
434,38,1/8/2023,1
435,50,1/8/2023,8
436,40,1/8/2023,1
437,41,1/8/2023,2
438,14,1/8/2023,9
439,25,1/8/2023,7
440,14,1/8/2023,1
441,10,1/8/2023,4
442,28,1/8/2023,6
443,31,1/8/2023,5
444,49,1/8/2023,8
445,30,1/8/2023,4
446,32,1/8/2023,6
447,22,1/8/2023,5
448,9,1/8/2023,7
449,5,1/8/2023,9
450,20,1/8/2023,0
451,17,1/8/2023,5
452,46,1/8/2023,0
453,24,1/8/2023,4
454,15,1/8/2023,1
455,27,1/8/2023,6
456,1,1/8/2023,0
457,45,1/8/2023,7
458,37,1/8/2023,9
459,20,1/8/2023,1
460,39,1/8/2023,4
461,19,1/8/2023,1
462,39,1/8/2023,3
463,50,1/8/2023,3
464,48,1/8/2023,0
465,14,1/8/2023,1
466,33,1/8/2023,8
467,43,1/8/2023,7
468,27,1/8/2023,1
469,1,1/8/2023,7
470,18,1/8/2023,2
471,17,1/8/2023,5
472,3,1/8/2023,6
473,40,1/8/2023,8
474,35,1/8/2023,9
475,30,1/8/2023,1
476,26,1/8/2023,6
477,9,1/8/2023,4
478,10,1/8/2023,4
479,18,1/8/2023,7
480,2,1/8/2023,9
481,48,1/8/2023,3
482,15,1/8/2023,4
483,31,1/8/2023,8
484,15,1/8/2023,3
485,7,1/8/2023,8
486,17,1/8/2023,8
487,15,1/8/2023,6
488,1,1/8/2023,4
489,10,1/8/2023,3
490,44,1/8/2023,4
491,27,1/8/2023,1
492,29,1/8/2023,4
493,23,1/8/2023,4
494,6,1/8/2023,4
495,28,1/8/2023,7
496,46,1/8/2023,7
497,32,1/8/2023,0
498,31,1/8/2023,7
499,49,1/8/2023,4
500,20,1/8/2023,0
501,20,1/8/2023,4
502,40,1/8/2023,4
503,9,1/8/2023,7
504,29,1/8/2023,8
505,24,1/8/2023,8
506,26,1/8/2023,8
507,37,1/8/2023,8
508,8,1/8/2023,6
509,37,1/8/2023,5
510,11,1/8/2023,1
511,1,1/8/2023,2
512,14,1/8/2023,1
513,26,1/8/2023,2
514,49,1/8/2023,1
515,25,1/8/2023,6
516,9,1/8/2023,4
517,33,1/8/2023,9
518,6,1/8/2023,2
519,21,1/8/2023,2
520,14,1/8/2023,8
521,50,1/8/2023,3
522,26,1/8/2023,3
523,8,1/8/2023,6
524,35,1/8/2023,4
525,9,1/8/2023,5
526,17,1/8/2023,0
527,25,1/8/2023,6
528,2,1/8/2023,7
529,42,1/8/2023,5
530,46,1/8/2023,6
531,44,1/8/2023,6
532,29,1/8/2023,3
533,50,1/8/2023,1
534,2,1/8/2023,8
535,38,1/8/2023,7
536,37,1/8/2023,4
537,46,1/8/2023,5
538,2,1/8/2023,7
539,48,1/8/2023,2
540,11,1/8/2023,7
541,2,1/8/2023,9
542,19,1/8/2023,9
543,18,1/8/2023,0
544,19,1/8/2023,9
545,5,1/8/2023,1
546,18,1/8/2023,6
547,24,1/8/2023,4
548,24,1/8/2023,5
549,41,1/8/2023,8
550,40,1/8/2023,6
551,18,1/8/2023,3
552,33,1/8/2023,0
553,1,1/8/2023,3
554,24,1/8/2023,1
555,44,1/8/2023,3
556,8,1/8/2023,8
557,27,1/8/2023,2
558,24,1/8/2023,4
559,39,1/8/2023,4
560,19,1/8/2023,4
561,40,1/8/2023,1
562,29,1/8/2023,5
563,35,1/8/2023,9
564,2,1/8/2023,7
565,26,1/8/2023,3
566,38,1/8/2023,7
567,8,1/8/2023,6
568,9,1/8/2023,4
569,20,1/8/2023,3
570,18,1/8/2023,7
571,47,1/8/2023,3
572,3,1/8/2023,8
573,22,1/8/2023,7
574,22,1/8/2023,4
575,17,1/8/2023,5
576,32,1/8/2023,7
577,6,1/8/2023,4
578,4,1/8/2023,6
579,9,1/8/2023,7
580,5,1/8/2023,1
581,14,1/8/2023,2
582,24,1/8/2023,6
583,47,1/8/2023,1
584,1,1/8/2023,3
585,19,1/8/2023,7
586,28,1/8/2023,4
587,2,1/8/2023,7
588,41,1/8/2023,8
589,8,1/8/2023,1
590,22,1/8/2023,4
591,30,1/8/2023,0
592,29,1/8/2023,7
593,6,1/8/2023,5
594,18,1/8/2023,7
595,41,1/8/2023,6
596,10,1/8/2023,4
597,22,1/8/2023,9
598,21,1/8/2023,0
599,20,1/8/2023,9
600,48,1/8/2023,6
601,3,1/8/2023,5
602,27,1/8/2023,4
603,28,1/8/2023,1
604,38,1/8/2023,7
605,28,1/8/2023,0
606,44,1/8/2023,5
607,2,1/8/2023,5
608,38,1/8/2023,9
609,45,1/8/2023,8
610,30,1/8/2023,5
611,18,1/8/2023,5
612,43,1/8/2023,5
613,45,1/8/2023,1
614,47,1/8/2023,5
615,2,1/8/2023,4
616,2,1/8/2023,4
617,8,1/8/2023,9
618,36,1/8/2023,2
619,6,1/8/2023,1
620,10,1/8/2023,0
621,7,1/8/2023,6
622,34,1/8/2023,1
623,40,1/8/2023,6
624,37,1/8/2023,6
625,9,1/8/2023,1
626,4,1/8/2023,6
627,3,1/8/2023,4
628,33,1/8/2023,5
629,13,1/8/2023,2
630,3,1/8/2023,0
631,8,1/8/2023,3
632,19,1/8/2023,9
633,27,1/8/2023,5
634,2,1/8/2023,8
635,17,1/8/2023,0
636,1,1/8/2023,0
637,6,1/8/2023,5
638,32,1/8/2023,1
639,4,1/8/2023,4
640,49,1/8/2023,8
641,45,1/8/2023,6
642,33,1/8/2023,1
643,46,1/8/2023,6
644,14,1/8/2023,9
645,50,1/8/2023,1
646,23,1/8/2023,9
647,24,1/8/2023,0
648,15,1/8/2023,0
649,50,1/8/2023,7
650,27,1/8/2023,6
651,24,1/8/2023,1
652,27,1/8/2023,0
653,44,1/8/2023,8
654,11,1/8/2023,2
655,11,1/8/2023,3
656,23,1/8/2023,2
657,16,1/8/2023,0
658,49,1/8/2023,7
659,43,1/8/2023,1
660,24,1/8/2023,5
661,8,1/8/2023,3
662,12,1/8/2023,4
663,48,1/8/2023,7
664,16,1/8/2023,5
665,38,1/8/2023,6
666,9,1/8/2023,3
667,21,1/8/2023,8
668,22,1/8/2023,1
669,5,1/8/2023,3
670,18,1/8/2023,7
671,13,1/8/2023,6
672,8,1/8/2023,7
673,2,1/8/2023,5
674,38,1/8/2023,5
675,23,1/8/2023,7
676,2,1/8/2023,6
677,12,1/8/2023,1
678,49,1/8/2023,3
679,12,1/8/2023,6
680,25,1/8/2023,5
681,7,1/8/2023,2
682,41,1/8/2023,0
683,15,1/8/2023,9
684,6,1/8/2023,3
685,23,1/8/2023,9
686,42,1/8/2023,5
687,25,1/8/2023,8
688,13,1/8/2023,5
689,24,1/8/2023,7
690,30,1/8/2023,7
691,41,1/8/2023,5
692,27,1/8/2023,9
693,33,1/8/2023,9
694,20,1/8/2023,5
695,17,1/8/2023,0
696,25,1/8/2023,5
697,2,1/8/2023,2
698,3,1/8/2023,6
699,29,1/8/2023,7
700,46,1/8/2023,9
701,1,1/8/2023,9
702,29,1/8/2023,6
703,17,1/8/2023,5
704,16,1/8/2023,1
705,20,1/8/2023,0
706,7,1/8/2023,6
707,41,1/8/2023,1
708,17,1/8/2023,9
709,16,1/8/2023,5
710,25,1/8/2023,4
711,44,1/8/2023,5
712,2,1/8/2023,1
713,27,1/8/2023,9
714,30,1/8/2023,8
715,40,1/8/2023,9
716,43,1/8/2023,8
717,2,1/8/2023,0
718,26,1/8/2023,5
719,6,1/8/2023,8
720,6,1/8/2023,6
721,42,1/8/2023,1
722,32,1/8/2023,1
723,26,1/8/2023,7
724,6,1/8/2023,7
725,38,1/8/2023,8
726,15,1/8/2023,3
727,28,1/8/2023,6
728,8,1/8/2023,4
729,19,1/8/2023,7
730,22,1/8/2023,6
731,32,1/8/2023,8
732,17,1/8/2023,6
733,30,1/8/2023,8
734,20,1/8/2023,8
735,13,1/8/2023,3
736,21,1/8/2023,5
737,2,1/8/2023,7
738,41,1/8/2023,0
739,3,1/8/2023,2
740,38,1/8/2023,1
741,18,1/8/2023,1
742,41,1/8/2023,5
743,12,1/8/2023,2
744,40,1/8/2023,0
745,22,1/8/2023,9
746,17,1/8/2023,8
747,38,1/8/2023,3
748,7,1/8/2023,7
749,30,1/8/2023,8
750,8,1/8/2023,3
751,28,1/8/2023,5
752,22,1/8/2023,4
753,44,1/8/2023,8
754,15,1/8/2023,0
755,27,1/8/2023,6
756,41,1/8/2023,9
757,11,1/8/2023,0
758,46,1/8/2023,9
759,15,1/8/2023,0
760,5,1/8/2023,1
761,6,1/8/2023,1
762,12,1/8/2023,6
763,49,1/8/2023,6
764,28,1/8/2023,5
765,31,1/8/2023,1
766,13,1/8/2023,7
767,25,1/8/2023,9
768,13,1/8/2023,3
769,10,1/8/2023,2
770,4,1/8/2023,0
771,30,1/8/2023,3
772,11,1/8/2023,2
773,6,1/8/2023,0
774,15,1/8/2023,9
775,21,1/8/2023,5
776,10,1/8/2023,6
777,46,1/8/2023,8
778,11,1/8/2023,6
779,9,1/8/2023,4
780,42,1/8/2023,3
781,50,1/8/2023,6
782,27,1/8/2023,4
783,45,1/8/2023,7
784,48,1/8/2023,8
785,34,1/8/2023,5
786,38,1/8/2023,3
787,38,1/8/2023,9
788,34,1/8/2023,9
789,3,1/8/2023,8
790,17,1/8/2023,6
791,40,1/8/2023,9
792,35,1/8/2023,9
793,33,1/8/2023,0
794,49,1/8/2023,9
795,24,1/8/2023,7
796,28,1/8/2023,8
797,50,1/8/2023,3
798,5,1/8/2023,5
799,32,1/8/2023,0
800,35,1/8/2023,1
801,33,1/8/2023,9
802,46,1/8/2023,9
803,30,1/8/2023,1
804,12,1/8/2023,3
805,43,1/8/2023,2
806,4,1/8/2023,1
807,43,1/8/2023,9
808,23,1/8/2023,4
809,1,1/8/2023,6
810,1,1/8/2023,3
811,14,1/8/2023,3
812,32,1/8/2023,7
813,6,1/8/2023,7
814,29,1/8/2023,6
815,26,1/8/2023,2
816,16,1/8/2023,6
817,21,1/8/2023,7
818,45,1/8/2023,0
819,39,1/8/2023,9
820,29,1/8/2023,3
821,22,1/8/2023,9
822,5,1/8/2023,1
823,8,1/8/2023,7
824,19,1/8/2023,3
825,33,1/8/2023,2
826,29,1/8/2023,6
827,25,1/8/2023,8
828,47,1/8/2023,4
829,12,1/8/2023,5
830,33,1/8/2023,5
831,17,1/8/2023,2
832,10,1/8/2023,9
833,22,1/8/2023,5
834,2,1/8/2023,0
835,33,1/8/2023,3
836,22,1/8/2023,9
837,7,1/8/2023,5
838,24,1/8/2023,6
839,46,1/8/2023,3
840,9,1/8/2023,1
841,40,1/8/2023,4
842,44,1/8/2023,6
843,36,1/8/2023,4
844,34,1/8/2023,6
845,18,1/8/2023,3
846,37,1/8/2023,1
847,4,1/8/2023,5
848,25,1/8/2023,0
849,6,1/8/2023,4
850,13,1/8/2023,9
851,45,1/8/2023,9
852,43,1/8/2023,0
853,32,1/8/2023,7
854,36,1/8/2023,3
855,42,1/8/2023,5
856,16,1/8/2023,6
857,13,1/8/2023,4
858,23,1/8/2023,7
859,18,1/8/2023,8
860,27,1/8/2023,0
861,45,1/8/2023,9
862,1,1/8/2023,6
863,18,1/8/2023,9
864,27,1/8/2023,9
865,28,1/8/2023,7
866,47,1/8/2023,4
867,36,1/8/2023,6
868,18,1/8/2023,9
869,2,1/8/2023,1
870,33,1/8/2023,4
871,21,1/8/2023,4
872,3,1/8/2023,6
873,45,1/8/2023,5
874,30,1/8/2023,0
875,2,1/8/2023,0
876,16,1/8/2023,3
877,24,1/8/2023,5
878,37,1/8/2023,9
879,42,1/8/2023,7
880,38,1/8/2023,2
881,34,1/8/2023,7
882,18,1/8/2023,0
883,49,1/8/2023,4
884,10,1/8/2023,6
885,20,1/8/2023,7
886,22,1/8/2023,6
887,28,1/8/2023,8
888,17,1/8/2023,6
889,36,1/8/2023,6
890,43,1/8/2023,9
891,41,1/8/2023,5
892,24,1/8/2023,5
893,29,1/8/2023,6
894,28,1/8/2023,8
895,2,1/8/2023,9
896,36,1/8/2023,5
897,18,1/8/2023,6
898,14,1/8/2023,9
899,7,1/8/2023,5
900,20,1/8/2023,8
901,28,1/8/2023,5
902,23,1/8/2023,0
903,37,1/8/2023,2
904,1,1/8/2023,5
905,9,1/8/2023,1
906,47,1/8/2023,0
907,23,1/8/2023,0
908,10,1/8/2023,2
909,23,1/8/2023,6
910,26,1/8/2023,9
911,4,1/8/2023,0
912,35,1/8/2023,9
913,7,1/8/2023,0
914,8,1/8/2023,8
915,40,1/8/2023,5
916,40,1/8/2023,1
917,21,1/8/2023,8
918,14,1/8/2023,2
919,17,1/8/2023,2
920,49,1/8/2023,7
921,12,1/8/2023,6
922,17,1/8/2023,9
923,48,1/8/2023,3
924,14,1/8/2023,1
925,49,1/8/2023,4
926,45,1/8/2023,7
927,41,1/8/2023,7
928,15,1/8/2023,0
929,38,1/8/2023,9
930,25,1/8/2023,7
931,11,1/8/2023,6
932,5,1/8/2023,5
933,18,1/8/2023,5
934,32,1/8/2023,9
935,41,1/8/2023,8
936,22,1/8/2023,2
937,34,1/8/2023,9
938,24,1/8/2023,0
939,37,1/8/2023,6
940,30,1/8/2023,9
941,38,1/8/2023,0
942,27,1/8/2023,3
943,46,1/8/2023,3
944,34,1/8/2023,9
945,11,1/8/2023,3
946,40,1/8/2023,5
947,28,1/8/2023,1
948,34,1/8/2023,6
949,11,1/8/2023,5
950,15,1/8/2023,5
951,38,1/8/2023,7
952,5,1/8/2023,8
953,2,1/8/2023,9
954,32,1/8/2023,5
955,15,1/8/2023,1
956,18,1/8/2023,5
957,11,1/8/2023,4
958,16,1/8/2023,2
959,12,1/8/2023,3
960,40,1/8/2023,3
961,45,1/8/2023,6
962,33,1/8/2023,4
963,41,1/8/2023,4
964,32,1/8/2023,9
965,27,1/8/2023,7
966,9,1/8/2023,1
967,39,1/8/2023,9
968,36,1/8/2023,8
969,43,1/8/2023,5
970,18,1/8/2023,5
971,24,1/8/2023,7
972,49,1/8/2023,3
973,43,1/8/2023,5
974,4,1/8/2023,5
975,14,1/8/2023,2
976,16,1/8/2023,8
977,1,1/8/2023,1
978,27,1/8/2023,5
979,36,1/8/2023,4
980,20,1/8/2023,3
981,6,1/8/2023,6
982,7,1/8/2023,5
983,29,1/8/2023,3
984,18,1/8/2023,3
985,33,1/8/2023,7
986,33,1/8/2023,0
987,6,1/8/2023,1
988,35,1/8/2023,7
989,27,1/8/2023,4
990,19,1/8/2023,8
991,46,1/8/2023,8
992,22,1/8/2023,2
993,7,1/8/2023,3
994,29,1/8/2023,3
995,10,1/8/2023,0
996,32,1/8/2023,9
997,49,1/8/2023,7
998,2,1/8/2023,2
999,26,1/8/2023,6
1000,3,1/8/2023,6